SID  SRC_IP  SRC_PORT  DEST_IP  DEST_PORT  ACTION  HIT_COUNT  DOMAIN
3973627  20.20.0.146  51722  160.90.0.235  53  Drop  3064  threatattack.net
9471778  20.20.0.19  36400  130.60.0.53  53  Alert  790  phish941host.ru
9760137  20.20.0.193  62826  120.80.0.162  53  Alert  1086  shadowhost.xyz
1271941  20.20.0.247  25576  120.80.0.86  53  Alert  4450  covert111hub.tk
7649859  30.50.0.227  36682  160.90.0.81  53  Drop  1470  control-admin.cn
6600469  20.20.0.171  10678  160.90.0.232  53  Drop  2679  shadow-access-6410.net
5983036  20.20.0.112  18136  160.90.0.21  53  Drop  4896  spyware246scan.cn
1268420  30.50.0.17  32409  120.80.0.253  53  Alert  771  covertadmin.tk
1455177  20.20.0.53  59978  160.90.0.205  53  Alert  3654  botnet-exfil-3537.cn
4193062  20.20.0.22  33520  120.80.0.32  53  Alert  1305  command-dump-9188.net
5573430  20.20.0.11  46626  160.90.0.205  53  Drop  2925  hack-attack.info
5407415  50.40.0.150  31698  120.80.0.216  53  Alert  1861  darkexfil.cn
4576501  30.50.0.175  51422  120.80.0.7  53  Drop  2027  threat10attack.cc
9010346  30.50.0.116  63796  130.60.0.130  53  Alert  2574  ransom-net-7744.info
8447651  50.40.0.181  8176  130.60.0.124  53  Alert  2160  hidden-leak-3341.xyz
1918298  30.50.0.244  50192  130.60.0.11  53  Alert  3436  covertleak.xyz
6182568  30.50.0.60  20562  120.80.0.111  53  Drop  932  shadow-net-2408.ru
6185872  30.50.0.32  29289  160.90.0.135  53  Alert  2404  ransomnet.org
3314814  20.20.0.152  59658  160.90.0.83  53  Drop  2201  shadow-access.org
8854619  20.20.0.193  40046  130.60.0.172  53  Drop  3981  threatsteal.xyz
3486587  50.40.0.93  58639  130.60.0.97  53  Alert  1970  spyware838admin.tk
9006413  20.20.0.52  13902  160.90.0.10  53  Alert  2856  shadow-server-9387.ru
5883969  20.20.0.248  16724  130.60.0.22  53  Alert  3043  controlpayload.org
1993834  50.40.0.162  25977  120.80.0.37  53  Alert  2755  control-exfil-6159.cn
1900554  30.50.0.83  54805  120.80.0.19  53  Drop  2188  covert-server.net
9911269  20.20.0.204  60723  120.80.0.214  53  Alert  2063  ransom738access.cc
1846915  20.20.0.141  40341  130.60.0.50  53  Alert  3343  phish-payload.ru
3497806  50.40.0.174  7708  160.90.0.122  53  Drop  2667  control752host.cn
6060089  20.20.0.93  8771  120.80.0.56  53  Drop  4703  command-drop-5627.cc
9347646  50.40.0.147  31301  120.80.0.46  53  Drop  1560  threat-net-5342.xyz
9644719  20.20.0.78  3754  130.60.0.196  53  Drop  1703  malware435exfil.ru
5054627  50.40.0.231  32239  160.90.0.58  53  Drop  3310  attacksteal.tk
8544279  20.20.0.69  27685  120.80.0.100  53  Drop  527  wormdrop.ru
9943391  30.50.0.139  14766  160.90.0.248  53  Alert  3156  attack-drop-9309.tk
4463958  20.20.0.18  42576  130.60.0.141  53  Drop  1047  shadow-steal.ru
8481314  30.50.0.36  46842  160.90.0.247  53  Drop  1237  trojan-dump-5717.cn
9926977  50.40.0.221  1525  130.60.0.134  53  Drop  2108  virus-drop-2671.cn
5171427  20.20.0.27  39681  160.90.0.236  53  Drop  4400  spywarescan.org
5123755  30.50.0.244  19950  120.80.0.212  53  Drop  4274  attack-zone-8063.info
3647179  20.20.0.175  9394  130.60.0.110  53  Alert  3220  ransomhub.net
9047614  50.40.0.11  16300  120.80.0.126  53  Drop  1251  botnet169server.cn
5401945  20.20.0.128  61181  120.80.0.166  53  Alert  2786  threat-leak.xyz
1543955  50.40.0.3  41201  120.80.0.119  53  Alert  3722  c2-dump.cn
2846580  20.20.0.86  10517  120.80.0.218  53  Drop  660  threataccess.xyz
5853121  30.50.0.103  40254  130.60.0.66  53  Alert  1121  spyware-net-326.ru
4170413  20.20.0.90  23374  130.60.0.202  53  Drop  4266  evil-server.cn
1723213  20.20.0.96  1534  130.60.0.45  53  Drop  2638  ransom-payload.net
9449711  30.50.0.22  28564  160.90.0.93  53  Alert  4288  covert-zone.org
2427585  30.50.0.234  17390  120.80.0.110  53  Drop  1021  virus-scan.org
3357521  30.50.0.167  40810  130.60.0.44  53  Alert  3019  exploitserver.tk
4222206  20.20.0.28  11529  120.80.0.220  53  Alert  3465  hack745drop.info
4416953  20.20.0.12  36982  160.90.0.60  53  Alert  1226  ransom-zone.cn
1877544  20.20.0.28  28145  130.60.0.99  53  Drop  1535  shadow888steal.xyz
4679065  50.40.0.52  28077  130.60.0.138  53  Alert  4898  virusattack.cn
7360380  20.20.0.255  18361  120.80.0.166  53  Alert  2608  botnet-zone-9279.ru
3077202  50.40.0.121  7149  130.60.0.111  53  Alert  2301  shadow-hub-2046.net
3806314  50.40.0.69  58646  120.80.0.152  53  Drop  3716  phish-steal.info
3325940  50.40.0.98  2849  120.80.0.149  53  Drop  3169  hack-leak-9498.com
6613136  50.40.0.53  24719  160.90.0.98  53  Drop  4179  covert-access.cc
6369012  30.50.0.38  53137  130.60.0.76  53  Alert  3891  shadowhost.info
1408054  50.40.0.192  50874  130.60.0.172  53  Drop  2313  malware282drop.com
7896183  30.50.0.161  44175  120.80.0.153  53  Drop  1783  c2zone.cn
2730233  20.20.0.238  21487  130.60.0.211  53  Alert  703  botnetsteal.com
1803511  20.20.0.15  11553  130.60.0.62  53  Drop  2018  malwaredump.com
1391534  50.40.0.197  15956  130.60.0.178  53  Alert  4756  worm331dump.net
9925063  30.50.0.7  65247  120.80.0.119  53  Drop  3042  worm-scan-8989.xyz
8248585  20.20.0.188  27694  130.60.0.12  53  Drop  2010  trojan-admin.cn
7018530  50.40.0.198  64493  160.90.0.248  53  Alert  4705  attackexfil.org
9942975  30.50.0.237  46802  160.90.0.141  53  Alert  792  exploit-server-9796.tk
9071188  20.20.0.28  27377  120.80.0.64  53  Drop  4813  c2-leak-666.cn
2377741  30.50.0.84  28181  120.80.0.24  53  Alert  864  shadowpayload.net
6521931  20.20.0.224  40820  130.60.0.222  53  Alert  4105  botnet-hub-2196.net
5621123  50.40.0.126  38457  130.60.0.155  53  Drop  3115  covert998admin.com
3792000  30.50.0.184  3226  160.90.0.220  53  Drop  4476  command-steal-5276.com
7432835  50.40.0.11  43058  160.90.0.11  53  Drop  1606  spyware129host.tk
7762254  50.40.0.104  21407  160.90.0.76  53  Alert  1401  spyware-drop-1224.info
5931848  20.20.0.140  35678  120.80.0.124  53  Alert  4889  dark39leak.org
8660428  30.50.0.157  28283  130.60.0.117  53  Drop  1587  ransom39exfil.info
1423786  50.40.0.38  1738  120.80.0.181  53  Alert  2149  c2-zone-9394.info
2066974  20.20.0.25  63496  120.80.0.157  53  Alert  4605  spyware-zone-2030.org
4386540  20.20.0.160  37534  160.90.0.127  53  Drop  1615  phish-server.info
1779347  30.50.0.23  32405  120.80.0.203  53  Drop  1621  hack-attack-7278.info
4460230  20.20.0.129  39692  120.80.0.48  53  Drop  3846  c2-payload-8137.cc
9220209  30.50.0.172  52882  130.60.0.56  53  Alert  3605  worm84admin.info
2782014  50.40.0.29  62629  160.90.0.49  53  Alert  4742  spywareserver.ru
6390898  50.40.0.136  38068  130.60.0.45  53  Drop  3327  trojan-steal.org
1366173  30.50.0.77  9436  120.80.0.56  53  Drop  1312  attackdrop.org
4539271  30.50.0.156  7132  160.90.0.182  53  Alert  4770  phish-dump.cc
5060126  30.50.0.157  60469  120.80.0.192  53  Drop  894  exploit188scan.net
7953401  30.50.0.201  34393  120.80.0.20  53  Drop  2673  phishzone.net
7186599  30.50.0.26  25505  120.80.0.118  53  Alert  2376  control850hub.cc
8383267  50.40.0.203  33462  130.60.0.110  53  Drop  3158  phish695steal.xyz
8365226  50.40.0.216  32158  120.80.0.18  53  Drop  4734  malware-server.cn
8124614  50.40.0.0  51191  130.60.0.162  53  Alert  1537  shadow758admin.org
8030821  20.20.0.144  55355  120.80.0.136  53  Alert  3036  virushost.xyz
8242117  50.40.0.230  28395  130.60.0.248  53  Alert  3331  botnet805dump.info
7467668  50.40.0.192  53184  120.80.0.169  53  Alert  610  dark90access.cn
2716411  50.40.0.217  19671  160.90.0.45  53  Alert  3820  worm-admin.com
7657180  20.20.0.160  27647  120.80.0.129  53  Alert  3997  ransomdump.info
4999404  30.50.0.168  43554  120.80.0.235  53  Drop  848  phishscan.cn
4289035  20.20.0.99  7111  130.60.0.202  53  Drop  751  hacksteal.com
9096896  30.50.0.82  18919  130.60.0.251  53  Alert  3629  botnet-net-7664.info
7343349  50.40.0.170  30795  120.80.0.216  53  Alert  3373  hack-drop-3511.com
8384001  20.20.0.120  25235  130.60.0.213  53  Drop  4315  dark-admin-3727.ru
6602935  20.20.0.124  30263  160.90.0.19  53  Drop  4777  trojan-hub-1909.net
3665897  20.20.0.96  39877  120.80.0.142  53  Drop  4956  hack609steal.xyz
7813646  50.40.0.43  41832  160.90.0.214  53  Alert  1416  dark759exfil.cn
5508655  50.40.0.75  4948  130.60.0.27  53  Drop  2150  evil-server-6727.xyz
5148487  30.50.0.208  15000  130.60.0.121  53  Drop  3450  ransom523steal.org
2329385  50.40.0.26  53710  130.60.0.80  53  Drop  4781  exploitdump.cc
1099777  30.50.0.2  48749  130.60.0.29  53  Drop  2320  hack-steal-3720.tk
4146075  30.50.0.59  5085  130.60.0.65  53  Alert  4364  controlleak.info
9898780  50.40.0.120  51444  160.90.0.151  53  Alert  3844  hidden-host-7067.ru
8183694  30.50.0.109  13285  160.90.0.0  53  Alert  2930  virus-net.info
9774630  20.20.0.4  7891  160.90.0.135  53  Alert  2230  covert-hub-2202.cn
6367286  30.50.0.73  33477  160.90.0.215  53  Drop  4885  hidden-access-1837.com
3127685  50.40.0.185  42696  160.90.0.60  53  Drop  2596  attack-scan.com
3555040  20.20.0.173  36841  160.90.0.241  53  Alert  1238  shadow-attack-4308.net
1298925  30.50.0.16  1244  130.60.0.201  53  Alert  1760  spyware-admin.cc
5837406  50.40.0.53  9985  160.90.0.238  53  Alert  3690  attackhost.cc
2424423  20.20.0.81  55719  120.80.0.219  53  Alert  3934  covert683payload.xyz
7382087  50.40.0.11  18762  130.60.0.159  53  Drop  2708  ransom558payload.xyz
8080568  30.50.0.218  6739  130.60.0.37  53  Drop  2072  c2-net-4689.com
2975518  30.50.0.253  17149  160.90.0.75  53  Drop  1538  exploit-host.com
1485310  50.40.0.9  26873  130.60.0.130  53  Drop  3307  shadow411leak.xyz
6561432  30.50.0.69  39255  120.80.0.71  53  Drop  973  command-net-9176.cc
9790851  50.40.0.62  51991  130.60.0.16  53  Alert  3546  threat377payload.info
2217436  50.40.0.155  56206  160.90.0.161  53  Alert  3733  spyware-exfil-1113.xyz
7137340  20.20.0.51  20512  130.60.0.232  53  Alert  2213  threat-hub-5299.info
6341024  20.20.0.178  10720  120.80.0.64  53  Alert  2627  spyware-leak.xyz
8698993  20.20.0.119  26427  130.60.0.47  53  Drop  3438  ransomnet.net
9804450  30.50.0.50  16734  160.90.0.239  53  Alert  4026  dark-steal-2607.ru
6552020  20.20.0.182  36313  120.80.0.92  53  Alert  1980  malware-admin-5478.com
8854016  20.20.0.163  35027  120.80.0.54  53  Drop  1561  botnet-attack-6450.net
3859460  20.20.0.67  35431  160.90.0.240  53  Alert  2430  evil-dump.cn
9395511  30.50.0.229  16567  130.60.0.172  53  Alert  1304  c2-attack.ru
1803371  20.20.0.82  3602  130.60.0.134  53  Drop  3973  spyware-dump.tk
3773185  20.20.0.227  46586  120.80.0.54  53  Drop  2644  hack-access.com
5705097  50.40.0.64  48104  160.90.0.37  53  Alert  4292  exploit129host.net
4556366  50.40.0.1  55087  160.90.0.232  53  Drop  3794  control-payload-5260.org
9648416  20.20.0.39  17635  130.60.0.106  53  Drop  2253  hack-attack.tk
1575001  20.20.0.208  35588  130.60.0.99  53  Alert  4758  attack-admin-7621.info
7100811  20.20.0.30  53200  120.80.0.49  53  Alert  4847  ransom-access-6500.cc
3027407  50.40.0.49  50333  160.90.0.25  53  Drop  4139  botnet-drop.com
5095886  50.40.0.18  38494  130.60.0.36  53  Drop  594  phishscan.tk
7462667  20.20.0.42  39968  160.90.0.147  53  Alert  4077  dark-admin-132.net
3540941  50.40.0.114  2380  120.80.0.234  53  Alert  4022  covert-hub-747.net
3644428  20.20.0.65  11266  130.60.0.88  53  Alert  4737  virusadmin.cc
2216744  30.50.0.251  51185  160.90.0.27  53  Alert  3657  hidden-host.cn
4500546  30.50.0.232  9319  120.80.0.49  53  Drop  1920  spywareleak.cc
2425428  20.20.0.229  32209  130.60.0.82  53  Alert  3743  exploitexfil.cn
5975707  50.40.0.185  54204  160.90.0.220  53  Drop  2455  exploit-scan-5974.tk
7019923  30.50.0.2  26959  160.90.0.127  53  Alert  701  attack-dump-1527.org
6734453  20.20.0.28  3548  120.80.0.167  53  Alert  979  controlleak.xyz
9134375  50.40.0.48  52049  160.90.0.59  53  Drop  4455  phish-admin-3365.ru
9940882  30.50.0.53  25782  130.60.0.106  53  Alert  4969  control187attack.net
3285297  20.20.0.242  47238  120.80.0.204  53  Drop  2395  c2dump.tk
2927969  50.40.0.185  16623  120.80.0.210  53  Alert  3605  shadow-admin-2101.cn
6217800  20.20.0.10  5765  120.80.0.13  53  Alert  1086  trojan498dump.ru
7118390  50.40.0.221  7261  160.90.0.185  53  Alert  2049  command446server.tk
5946025  50.40.0.51  11420  160.90.0.119  53  Drop  686  worm-server.org
8745999  20.20.0.242  57532  130.60.0.75  53  Drop  3173  evil-hub-5771.tk
6453240  30.50.0.220  27365  120.80.0.246  53  Alert  4451  c280payload.com
3053072  50.40.0.60  58565  120.80.0.177  53  Drop  2162  ransomdump.org
2741655  30.50.0.202  58205  130.60.0.222  53  Alert  671  c2-scan-9879.cn
1542533  20.20.0.6  29146  120.80.0.207  53  Alert  2330  malware-access.xyz
7905601  30.50.0.128  43005  120.80.0.156  53  Alert  1005  phish-exfil-3999.tk
5323301  30.50.0.95  28775  130.60.0.188  53  Drop  4803  virus-zone.org
2140277  50.40.0.176  22295  120.80.0.204  53  Drop  4497  worm432payload.com
3355014  50.40.0.36  7992  120.80.0.105  53  Alert  2262  exploitdump.xyz
3260459  30.50.0.203  7998  160.90.0.222  53  Alert  1831  virus-hub.info
9796163  50.40.0.156  1283  160.90.0.99  53  Drop  2400  hackscan.info
8349566  50.40.0.238  38323  120.80.0.87  53  Alert  3005  c2244leak.info
8551151  30.50.0.224  59627  130.60.0.102  53  Alert  3846  c2access.net
6019921  20.20.0.189  9201  120.80.0.142  53  Alert  4120  wormleak.xyz
4913265  50.40.0.233  59093  120.80.0.101  53  Drop  4414  covert-net.org
8485870  50.40.0.194  18954  130.60.0.217  53  Drop  1280  botnet771leak.cn
4748618  50.40.0.150  52740  130.60.0.167  53  Drop  1264  hidden-attack-2790.com
9184122  30.50.0.217  13268  160.90.0.202  53  Alert  4736  commandhub.com
8187595  20.20.0.221  46503  120.80.0.165  53  Drop  4085  hidden-exfil.tk
2823993  30.50.0.178  48144  120.80.0.155  53  Alert  2336  evil-access.ru
3065807  20.20.0.33  21177  160.90.0.94  53  Alert  2491  control-zone.cc
7281564  20.20.0.104  63149  130.60.0.154  53  Drop  3748  exploit904host.ru
7867998  50.40.0.110  9705  120.80.0.45  53  Alert  2673  ransom-dump-9084.com
2342959  20.20.0.108  60508  130.60.0.214  53  Drop  1621  spyware432net.com
2093321  30.50.0.93  44873  120.80.0.194  53  Drop  2251  covert-access.cn
5133096  50.40.0.39  8086  120.80.0.6  53  Drop  2734  covert-server-1407.com
7860254  50.40.0.174  58824  160.90.0.220  53  Drop  2556  covert-attack.cc
2839451  20.20.0.199  13032  120.80.0.0  53  Drop  733  trojandump.info
2556622  20.20.0.120  2162  160.90.0.152  53  Drop  4850  attack-host-1470.com
4380057  50.40.0.8  17210  120.80.0.232  53  Alert  2576  trojan-dump.cc
4972147  20.20.0.128  54920  120.80.0.191  53  Alert  2540  virusadmin.info
3307303  20.20.0.5  54374  160.90.0.220  53  Drop  2171  attack-admin-2925.cc
3796127  30.50.0.123  39780  130.60.0.158  53  Drop  4722  hidden477attack.net
4038682  50.40.0.75  19538  160.90.0.22  53  Alert  3032  commandleak.info
3523393  20.20.0.84  17278  120.80.0.143  53  Drop  4225  ransom-exfil-934.info
3074703  30.50.0.128  2340  160.90.0.2  53  Alert  4021  covertnet.org
2287672  50.40.0.193  3770  120.80.0.73  53  Drop  2998  shadow-server.info
1340562  30.50.0.191  54767  130.60.0.117  53  Drop  712  covertsteal.cc
7086954  20.20.0.91  64773  120.80.0.135  53  Drop  2036  shadow-host.cc
8756311  50.40.0.189  63261  160.90.0.121  53  Drop  2151  botnet-access.org
4775929  50.40.0.157  22645  130.60.0.77  53  Alert  4847  virus-exfil.net
9919597  20.20.0.6  53916  160.90.0.66  53  Alert  1654  ransom607host.org
8746133  20.20.0.30  7306  130.60.0.195  53  Drop  2908  attacknet.ru
9294745  30.50.0.130  50533  120.80.0.185  53  Drop  3250  ransom357steal.com
6491250  20.20.0.108  48555  160.90.0.17  53  Alert  764  dark-net.cn
1002703  30.50.0.134  31918  120.80.0.76  53  Drop  3045  evil-dump-223.com
4923624  30.50.0.196  18305  160.90.0.7  53  Drop  1268  exploit-steal.xyz
9761858  20.20.0.215  46622  130.60.0.22  53  Drop  4240  c2787host.net
1335473  20.20.0.117  49914  160.90.0.113  53  Alert  3332  hackserver.ru
8693209  50.40.0.223  58279  130.60.0.25  53  Drop  1448  dark-host-9322.ru
3480164  50.40.0.225  42646  130.60.0.103  53  Drop  3225  hack-drop-5541.cn
7643943  20.20.0.103  18157  120.80.0.24  53  Alert  3044  trojan-hub-3127.cn
5085405  30.50.0.200  23801  160.90.0.135  53  Drop  1315  virus-drop-1238.ru
9464024  50.40.0.121  63234  130.60.0.9  53  Drop  3362  hidden-drop.ru
2196022  30.50.0.145  38222  160.90.0.47  53  Alert  2703  covertscan.org
7157493  30.50.0.208  20819  120.80.0.108  53  Drop  4558  attack382zone.info
8196930  50.40.0.239  21152  160.90.0.222  53  Alert  4584  malware-payload.org
3750663  20.20.0.4  17689  160.90.0.46  53  Drop  2761  shadow-server-3493.net
9597005  30.50.0.218  34524  130.60.0.60  53  Drop  4082  spyware-zone-1330.cn
9649968  30.50.0.11  50911  120.80.0.89  53  Drop  4954  worm1leak.xyz
1943092  50.40.0.148  65270  120.80.0.111  53  Alert  4597  spyware562dump.ru
3598688  30.50.0.173  44196  160.90.0.203  53  Drop  979  botnetexfil.com
3321842  20.20.0.198  47103  160.90.0.55  53  Alert  2601  botnet355attack.info
3696581  50.40.0.157  47957  120.80.0.247  53  Alert  1472  worm156payload.tk
1451705  30.50.0.145  63083  130.60.0.183  53  Alert  1500  hidden682drop.org
9469580  20.20.0.43  54549  120.80.0.197  53  Alert  2888  hack-net.cc
1270327  50.40.0.243  35272  120.80.0.215  53  Alert  2456  control-attack.xyz
6739275  50.40.0.96  18422  160.90.0.241  53  Alert  1783  trojan-steal.net
2351787  20.20.0.197  33638  160.90.0.205  53  Drop  3653  shadowexfil.cc
6436043  20.20.0.157  60334  120.80.0.138  53  Alert  4054  hidden-host.cn
9075756  20.20.0.179  39344  120.80.0.174  53  Alert  4646  ransom-exfil.ru
8000815  20.20.0.12  1717  160.90.0.225  53  Alert  4231  hidden-zone.com
7562596  30.50.0.214  63754  120.80.0.78  53  Drop  2109  hiddennet.com
5538508  30.50.0.154  41963  130.60.0.120  53  Drop  3734  spyware764leak.ru
1529761  20.20.0.3  39893  120.80.0.188  53  Alert  2695  spyware780steal.xyz
2241340  20.20.0.44  32384  160.90.0.165  53  Drop  1871  threat-zone.tk
9885347  20.20.0.235  9626  120.80.0.45  53  Alert  1792  phish-exfil.cc
6631702  30.50.0.154  18169  120.80.0.193  53  Alert  2656  phish-scan-7925.org
4683331  20.20.0.87  58974  130.60.0.253  53  Alert  1321  threat-admin.xyz
3173968  30.50.0.164  40137  160.90.0.228  53  Alert  4155  c2steal.tk
2958659  30.50.0.207  38023  130.60.0.124  53  Drop  3062  phish-access-6083.cc
3106053  50.40.0.222  49476  160.90.0.4  53  Drop  2421  phish992dump.cn
2413462  50.40.0.86  26263  120.80.0.27  53  Drop  2012  evil717scan.cn
6904514  20.20.0.16  7526  130.60.0.24  53  Drop  1775  ransom-access-7044.info
9779492  50.40.0.123  6567  160.90.0.198  53  Drop  2863  worm977hub.com
9816130  50.40.0.91  13497  120.80.0.11  53  Drop  743  botnet305hub.ru
3436292  50.40.0.99  37890  160.90.0.174  53  Drop  990  phishexfil.xyz
7427638  30.50.0.239  8595  130.60.0.94  53  Alert  2994  phish-exfil-8482.org
8253220  30.50.0.82  51824  120.80.0.122  53  Drop  3269  virus876zone.info
9096588  50.40.0.187  33066  120.80.0.148  53  Drop  917  botnet-scan.com
9274280  30.50.0.127  59731  130.60.0.15  53  Alert  4338  exploit-admin.tk
3694190  30.50.0.239  54911  120.80.0.45  53  Drop  1960  botnet58scan.cc
4971580  50.40.0.60  29788  120.80.0.47  53  Alert  3672  c2-dump.com
4599787  50.40.0.60  52901  160.90.0.33  53  Drop  4762  threat-drop-6601.org
8665520  30.50.0.145  39772  130.60.0.29  53  Drop  1307  covertattack.com
9859236  30.50.0.48  38838  160.90.0.4  53  Drop  933  hackhost.tk
4626375  50.40.0.139  51859  120.80.0.249  53  Alert  4375  spyware-net-5854.xyz
9476997  20.20.0.120  48729  160.90.0.132  53  Alert  2478  spyware-drop-2050.cc
3707016  50.40.0.237  30019  130.60.0.151  53  Drop  1725  covert-zone-1022.net
2275461  30.50.0.67  50778  160.90.0.147  53  Alert  4653  virus-access.org
6393896  20.20.0.65  3413  160.90.0.84  53  Drop  2130  trojan467drop.xyz
8288773  20.20.0.59  42691  160.90.0.169  53  Drop  641  exploit193exfil.ru
3983108  50.40.0.9  62590  120.80.0.40  53  Drop  3913  evil440net.xyz
5611238  30.50.0.4  63524  120.80.0.57  53  Alert  1337  trojan-leak-3113.xyz
7117095  50.40.0.17  34963  120.80.0.36  53  Drop  1787  command-hub.com
9714378  50.40.0.175  18685  160.90.0.122  53  Alert  1034  exploit-access.xyz
6264910  20.20.0.54  7179  120.80.0.138  53  Drop  3737  hackserver.com
4878310  30.50.0.191  1968  130.60.0.78  53  Drop  3031  hack-server.xyz
1711587  30.50.0.129  47707  120.80.0.25  53  Alert  2644  worm-scan.info
6053071  20.20.0.51  8052  120.80.0.113  53  Alert  4508  control-scan.com
4195558  50.40.0.180  23272  120.80.0.62  53  Drop  4176  dark549server.org
6802413  20.20.0.196  2731  130.60.0.242  53  Alert  3160  ransomnet.ru
7059060  50.40.0.5  9017  120.80.0.108  53  Alert  1172  dark654host.xyz
6560543  20.20.0.134  30286  120.80.0.122  53  Drop  3453  controlserver.net
9771348  50.40.0.170  52499  130.60.0.162  53  Drop  3884  spyware369net.ru
4512411  20.20.0.90  36536  160.90.0.213  53  Drop  3699  hidden-server-7773.cn
2666396  20.20.0.250  33014  120.80.0.140  53  Drop  754  spyware-steal.org
9458012  30.50.0.200  47763  160.90.0.16  53  Drop  4318  covert690dump.xyz
4148580  30.50.0.61  61605  130.60.0.83  53  Drop  4388  shadow-attack-2340.xyz
8706985  30.50.0.21  9622  130.60.0.253  53  Alert  1447  botnet-drop.cn
1688544  50.40.0.60  56271  130.60.0.75  53  Alert  2041  command-scan.cn
1848093  50.40.0.150  60539  120.80.0.151  53  Alert  1230  c2-dump-4362.com
2390643  20.20.0.48  58369  160.90.0.119  53  Drop  1575  threat660drop.org
2590339  20.20.0.218  64267  130.60.0.23  53  Alert  1562  darkpayload.com
1311854  50.40.0.70  11852  130.60.0.187  53  Alert  4805  darkaccess.info
2107087  50.40.0.6  61223  120.80.0.102  53  Alert  687  control-attack.ru
3312509  30.50.0.102  42320  120.80.0.85  53  Alert  4869  spyware-dump.cn
7544389  20.20.0.151  51889  130.60.0.108  53  Drop  2073  hackleak.tk
4721941  50.40.0.181  62687  130.60.0.30  53  Alert  4955  command701admin.info
4325190  20.20.0.154  32017  130.60.0.99  53  Alert  4306  exploit157payload.xyz
6377390  20.20.0.108  6361  130.60.0.113  53  Drop  2920  dark-attack.net
9043543  50.40.0.220  19291  120.80.0.126  53  Alert  1770  shadow900scan.com
6360828  50.40.0.63  18983  130.60.0.118  53  Drop  2812  ransomdrop.cc
9014088  50.40.0.59  10979  160.90.0.27  53  Alert  4942  malware499payload.net
4082857  20.20.0.247  26377  160.90.0.11  53  Alert  4240  worm-access-9040.cc
5756017  50.40.0.109  55596  160.90.0.126  53  Alert  2259  hack-scan.tk
3961455  20.20.0.196  60307  130.60.0.122  53  Drop  1228  trojan-zone-8782.xyz
4207988  20.20.0.33  9331  130.60.0.111  53  Alert  581  malware-steal.cn
1384713  50.40.0.238  17157  130.60.0.103  53  Alert  3713  darkexfil.tk
8444220  30.50.0.211  38075  120.80.0.179  53  Alert  4608  commandaccess.org
3773387  50.40.0.37  2281  130.60.0.103  53  Alert  4241  exploit490host.net
8578437  20.20.0.41  10750  130.60.0.217  53  Alert  4998  command-steal.org
8821040  20.20.0.235  4125  120.80.0.23  53  Alert  556  hackhost.org
2145596  50.40.0.21  59161  120.80.0.238  53  Alert  4998  covert-zone-8789.org
2215700  20.20.0.106  46387  130.60.0.18  53  Alert  1513  threat-drop.net
4770832  30.50.0.94  12839  160.90.0.39  53  Alert  3584  evil847hub.net
9117739  30.50.0.48  34876  130.60.0.112  53  Alert  2596  malware-host.ru
8387023  20.20.0.87  34593  160.90.0.20  53  Drop  4509  hack494exfil.net
9969362  50.40.0.68  6650  160.90.0.126  53  Drop  4881  exploitdump.net
8595450  30.50.0.42  36422  160.90.0.249  53  Alert  777  command-net.tk
5517817  50.40.0.63  53881  130.60.0.207  53  Drop  2899  botnet447drop.com
3203195  20.20.0.201  60086  130.60.0.163  53  Drop  3443  phish-server.com
2918571  20.20.0.244  30951  160.90.0.151  53  Alert  1641  phish-drop-8255.net
6748991  20.20.0.108  28628  130.60.0.140  53  Drop  4973  malwaresteal.info
7092417  50.40.0.35  63637  160.90.0.104  53  Drop  4152  botnet-net-192.net
9493769  50.40.0.124  21604  160.90.0.11  53  Alert  3549  command-steal-8639.org
5820388  50.40.0.164  31666  120.80.0.78  53  Alert  4408  control-net.ru
7356668  50.40.0.214  48570  160.90.0.237  53  Alert  3488  malware-zone.xyz
3532404  30.50.0.138  44107  120.80.0.50  53  Drop  826  hack-host-724.xyz
7754252  30.50.0.209  34971  130.60.0.126  53  Drop  1917  trojan-exfil-420.net
5296808  50.40.0.239  48906  120.80.0.0  53  Alert  2950  control-admin-7248.xyz
1115140  50.40.0.54  60436  130.60.0.100  53  Drop  2247  trojan-access-1729.org
1270636  30.50.0.44  16047  130.60.0.95  53  Alert  2420  virus-dump.ru
6436182  20.20.0.250  20131  160.90.0.248  53  Alert  1911  covert-exfil.info
6946883  20.20.0.250  62420  120.80.0.167  53  Alert  4917  command-dump.info
7867036  20.20.0.74  48728  130.60.0.3  53  Drop  3406  botnetdrop.net
6608253  50.40.0.169  59643  120.80.0.181  53  Alert  1302  controlnet.org
3957324  20.20.0.63  11861  120.80.0.108  53  Alert  3390  threat60access.net
1050357  30.50.0.126  16191  120.80.0.38  53  Drop  4328  spywaredump.ru
7329353  50.40.0.24  59911  120.80.0.234  53  Drop  2804  dark-dump-6581.com
8646284  50.40.0.14  50044  130.60.0.150  53  Drop  3602  phishzone.xyz
5318841  50.40.0.73  47508  160.90.0.53  53  Alert  4740  hidden-host.cn
2287446  20.20.0.162  32097  130.60.0.66  53  Drop  4643  evil-exfil.ru
7821225  50.40.0.200  12863  160.90.0.36  53  Drop  3658  worm-server-5431.ru
3858026  30.50.0.199  60577  130.60.0.217  53  Drop  674  covert575leak.tk
8521679  50.40.0.159  58143  130.60.0.52  53  Drop  3529  virus685access.com
